Date,Time,Battery,Status
Aug-19-2021,19:18:49,70%,Charging
Aug-19-2021,19:48:49,80%,Charging
Aug-19-2021,20:18:50,80%,Charging
Aug-19-2021,20:48:50,80%,Charging
Aug-19-2021,21:18:51,80%,Charging
Aug-19-2021,21:48:51,90%,Charging
Aug-19-2021,22:19:12,70%,Discharging
Aug-19-2021,22:49:13,60%,Discharging
Aug-19-2021,23:19:13,50%,Discharging
Aug-19-2021,23:49:34,40%,Discharging
Aug-20-2021,09:45:28,40%,Discharging
Aug-20-2021,10:15:53,30%,Discharging
Aug-20-2021,10:46:13,30%,Charging
Aug-20-2021,11:16:34,60%,Charging
Aug-20-2021,11:46:34,70%,Charging
Aug-20-2021,12:16:35,80%,Charging
Aug-20-2021,12:46:35,90%,Charging
Aug-20-2021,13:16:57,60%,Discharging
Aug-20-2021,13:46:57,50%,Discharging
Aug-20-2021,14:17:18,50%,Discharging
Aug-20-2021,14:47:39,40%,Discharging
Aug-20-2021,15:17:59,40%,Discharging
Aug-20-2021,15:48:20,30%,Discharging
Aug-20-2021,16:18:41,20%,Discharging
Aug-20-2021,16:49:02,40%,Charging
Aug-20-2021,17:19:22,70%,Charging
Aug-20-2021,17:49:23,70%,Charging
Aug-20-2021,18:19:24,80%,Charging
Aug-20-2021,18:49:24,80%,Charging
Aug-20-2021,19:19:25,90%,Charging
Aug-20-2021,19:49:45,70%,Discharging
Aug-20-2021,20:19:46,60%,Discharging
Aug-20-2021,20:49:46,50%,Discharging
Aug-20-2021,21:20:07,40%,Discharging
Aug-21-2021,08:45:14,40%,Charging
Aug-21-2021,09:15:35,70%,Charging
Aug-21-2021,09:45:35,90%,Charging
Aug-21-2021,10:15:56,50%,Discharging
Aug-21-2021,10:46:17,40%,Discharging
Aug-21-2021,11:16:38,40%,Discharging
Aug-21-2021,11:47:05,30%,Discharging
Aug-21-2021,12:17:26,50%,Charging
Aug-21-2021,12:47:47,70%,Charging
Aug-21-2021,13:17:47,70%,Charging
Aug-21-2021,13:47:48,80%,Charging
Aug-21-2021,14:17:49,90%,Charging
Aug-21-2021,14:48:11,60%,Discharging
Aug-21-2021,15:18:11,60%,Discharging
Aug-21-2021,17:05:21,60%,Discharging
Aug-22-2021,08:22:30,10%,Charging
Aug-22-2021,08:52:50,40%,Discharging
Aug-22-2021,09:23:11,40%,Discharging
Aug-22-2021,09:54:26,40%,Discharging
Aug-22-2021,10:24:47,50%,Charging
Aug-22-2021,10:55:07,80%,Charging
Aug-22-2021,11:25:08,90%,Charging
Aug-22-2021,11:52:03,70%,Discharging
Aug-22-2021,12:22:04,60%,Discharging
Aug-22-2021,12:52:04,50%,Discharging
Aug-22-2021,13:22:25,40%,Discharging
Aug-22-2021,13:52:46,30%,Discharging
Aug-22-2021,14:23:08,30%,Discharging
Aug-22-2021,14:53:28,20%,Discharging
Aug-22-2021,15:23:49,20%,Discharging
Aug-22-2021,15:54:09,10%,Charging
Aug-22-2021,16:24:30,40%,Charging
Aug-22-2021,16:54:51,60%,Charging
Aug-22-2021,17:24:51,60%,Charging
Aug-22-2021,17:54:52,70%,Charging
Aug-22-2021,18:24:52,50%,Discharging
Aug-22-2021,18:55:13,30%,Discharging
Aug-22-2021,19:25:35,50%,Charging
Aug-22-2021,20:06:28,40%,Charging
Aug-22-2021,20:36:49,60%,Charging
Aug-22-2021,21:06:49,90%,Charging
Aug-22-2021,21:37:10,90%,Charging
Aug-22-2021,22:07:31,90%,Charging
Aug-22-2021,22:37:51,90%,Charging
Aug-22-2021,23:08:12,90%,Discharging
Aug-23-2021,08:15:44,80%,Discharging
Aug-23-2021,08:45:44,70%,Discharging
Aug-23-2021,09:15:45,70%,Discharging
Aug-23-2021,09:45:45,60%,Discharging
Aug-23-2021,10:15:46,50%,Discharging
Aug-23-2021,10:46:06,60%,Discharging
Aug-23-2021,11:16:07,50%,Discharging
Aug-23-2021,11:46:28,70%,Charging
Aug-23-2021,14:46:59,70%,Discharging
Aug-23-2021,15:17:00,60%,Discharging
Aug-23-2021,15:47:00,40%,Discharging
Aug-23-2021,16:17:22,30%,Charging
Aug-23-2021,18:00:28,40%,Charging
Aug-23-2021,18:30:48,70%,Charging
Aug-23-2021,19:00:49,80%,Charging
Aug-23-2021,19:30:49,90%,Charging
Aug-23-2021,20:01:10,60%,Discharging
Aug-23-2021,20:31:11,50%,Discharging
Aug-23-2021,21:01:31,40%,Discharging
Aug-23-2021,21:31:52,40%,Discharging
Aug-23-2021,22:02:12,20%,Discharging
Aug-23-2021,22:32:33,40%,Charging
Aug-23-2021,23:02:54,70%,Charging
Aug-23-2021,23:32:54,70%,Charging
Aug-24-2021,00:02:55,80%,Charging
Aug-24-2021,09:30:08,60%,Charging
Aug-24-2021,10:00:08,90%,Charging
Aug-24-2021,10:30:29,80%,Discharging
Aug-24-2021,11:00:30,80%,Discharging
Aug-24-2021,11:30:30,70%,Discharging
Aug-24-2021,12:00:30,70%,Discharging
Aug-24-2021,12:31:39,60%,Discharging
Aug-24-2021,13:01:39,60%,Discharging
Aug-25-2021,09:22:28,20%,Discharging
Aug-25-2021,09:52:49,40%,Charging
Aug-25-2021,10:23:10,70%,Charging
Aug-25-2021,10:53:11,70%,Charging
Aug-25-2021,11:23:11,80%,Charging
Aug-25-2021,11:53:12,80%,Charging
Aug-25-2021,12:23:12,80%,Charging
Aug-25-2021,12:53:13,80%,Charging
Aug-25-2021,13:23:14,90%,Charging
Aug-25-2021,13:53:35,60%,Discharging
Aug-25-2021,14:23:36,50%,Discharging
Aug-25-2021,14:53:58,50%,Discharging
Aug-25-2021,15:24:20,40%,Discharging
Aug-25-2021,15:54:43,30%,Discharging
Aug-25-2021,16:25:06,20%,Discharging
Aug-25-2021,16:55:27,40%,Charging
Aug-25-2021,17:25:48,70%,Charging
Aug-26-2021,08:48:27,20%,Discharging
Aug-26-2021,09:18:48,40%,Charging
Aug-26-2021,09:49:08,70%,Charging
Aug-26-2021,10:19:09,70%,Charging
Aug-26-2021,10:49:10,70%,Charging
Aug-26-2021,11:19:10,80%,Charging
Aug-26-2021,11:49:11,80%,Charging
Aug-26-2021,12:19:11,80%,Charging
Aug-26-2021,12:49:12,90%,Charging
Aug-26-2021,13:19:34,70%,Discharging
Aug-26-2021,13:49:34,50%,Discharging
Aug-26-2021,14:19:55,40%,Discharging
Aug-26-2021,14:50:15,30%,Charging
Aug-26-2021,15:20:36,60%,Charging
Aug-26-2021,17:55:20,60%,Discharging
Aug-26-2021,18:25:21,50%,Discharging
Aug-26-2021,18:55:42,40%,Discharging
Aug-26-2021,19:26:02,30%,Discharging
Aug-26-2021,19:56:23,50%,Charging
Aug-26-2021,20:26:43,80%,Charging
Aug-26-2021,20:56:44,80%,Charging
Aug-26-2021,21:26:44,70%,Charging
Aug-26-2021,21:56:45,80%,Charging
Aug-27-2021,08:23:43,50%,Discharging
Aug-27-2021,08:54:05,50%,Discharging
Aug-27-2021,09:26:18,30%,Discharging
Aug-27-2021,09:56:38,50%,Charging
Aug-27-2021,10:26:59,60%,Charging
Aug-27-2021,11:21:39,50%,Discharging
Aug-27-2021,14:53:23,90%,Charging
Aug-27-2021,15:23:43,90%,Discharging
Aug-27-2021,15:54:04,90%,Discharging
Aug-27-2021,16:24:24,80%,Discharging
Aug-27-2021,16:54:25,80%,Discharging
Aug-27-2021,17:24:25,80%,Discharging
Aug-27-2021,18:04:12,80%,Discharging
Aug-27-2021,18:34:14,70%,Discharging
Aug-27-2021,19:04:14,70%,Discharging
Aug-27-2021,19:34:14,60%,Discharging
Aug-27-2021,20:04:15,60%,Discharging
Aug-27-2021,20:34:16,50%,Discharging
Aug-27-2021,21:04:36,50%,Discharging
Aug-27-2021,21:34:57,70%,Charging
Aug-27-2021,22:04:57,70%,Discharging
Aug-27-2021,22:34:58,50%,Discharging
Aug-27-2021,23:05:18,40%,Discharging
Aug-27-2021,23:35:39,40%,Discharging
Aug-28-2021,00:05:59,30%,Discharging
Aug-28-2021,00:36:20,50%,Charging
Aug-30-2021,08:58:28,20%,Discharging
Aug-30-2021,09:28:49,40%,Charging
Aug-30-2021,10:02:00,80%,Charging
Aug-30-2021,10:32:01,90%,Charging
Aug-30-2021,11:02:21,60%,Discharging
Aug-30-2021,11:32:22,60%,Discharging
Aug-30-2021,12:02:22,50%,Discharging
Aug-30-2021,12:32:43,50%,Discharging
Aug-30-2021,13:03:04,50%,Discharging
Aug-30-2021,13:33:24,40%,Discharging
Aug-30-2021,14:03:45,40%,Discharging
Aug-30-2021,14:34:05,40%,Discharging
Aug-30-2021,15:04:26,30%,Discharging
Aug-30-2021,15:34:47,20%,Discharging
Aug-30-2021,16:05:07,40%,Charging
Aug-30-2021,16:35:28,70%,Charging
Aug-30-2021,17:05:28,90%,Charging
Aug-30-2021,17:35:49,60%,Discharging
Aug-30-2021,18:05:49,60%,Discharging
Aug-30-2021,18:35:50,50%,Discharging
Aug-30-2021,19:06:10,40%,Discharging
Aug-30-2021,19:36:32,30%,Discharging
Aug-30-2021,20:06:53,50%,Charging
Aug-30-2021,20:37:13,80%,Charging
Aug-30-2021,21:07:14,80%,Charging
Aug-30-2021,21:37:14,90%,Charging
Aug-30-2021,22:07:36,60%,Discharging
Aug-30-2021,22:37:36,50%,Discharging
Aug-30-2021,23:07:57,50%,Discharging
Aug-30-2021,23:38:17,40%,Discharging
Aug-31-2021,00:08:38,30%,Discharging
Aug-31-2021,09:05:00,10%,Charging
Aug-31-2021,09:35:21,40%,Charging
Aug-31-2021,10:05:42,70%,Charging
Aug-31-2021,10:35:42,90%,Charging
Aug-31-2021,11:06:03,80%,Discharging
Aug-31-2021,11:36:04,70%,Discharging
Aug-31-2021,12:06:04,70%,Discharging
Aug-31-2021,12:36:05,70%,Discharging
Aug-31-2021,13:06:05,60%,Discharging
Aug-31-2021,13:36:06,60%,Discharging
Aug-31-2021,14:06:07,50%,Discharging
Aug-31-2021,14:36:28,50%,Discharging
Aug-31-2021,15:06:50,40%,Discharging
Aug-31-2021,15:37:11,40%,Discharging
Aug-31-2021,16:07:31,30%,Discharging
Aug-31-2021,16:37:52,20%,Charging
Aug-31-2021,17:08:13,50%,Charging
Aug-31-2021,17:38:33,80%,Charging
Aug-31-2021,18:08:34,90%,Charging
Aug-31-2021,18:38:55,90%,Charging
Aug-31-2021,19:09:15,80%,Discharging
Aug-31-2021,19:39:16,80%,Discharging
Aug-31-2021,20:09:16,70%,Discharging
Aug-31-2021,20:42:51,70%,Discharging
Aug-31-2021,21:17:24,70%,Discharging
Aug-31-2021,21:47:24,70%,Discharging
Aug-31-2021,22:17:25,50%,Discharging
Aug-31-2021,22:47:46,30%,Discharging
Aug-31-2021,23:18:07,50%,Charging
Aug-31-2021,23:48:27,80%,Charging
Sep-01-2021,00:18:28,90%,Charging
Sep-01-2021,00:48:49,90%,Charging
Sep-01-2021,09:06:16,90%,Discharging
Sep-01-2021,09:36:37,80%,Discharging
Sep-01-2021,10:06:37,70%,Discharging
Sep-01-2021,10:36:38,70%,Discharging
Sep-01-2021,11:06:38,70%,Discharging
Sep-01-2021,11:36:39,60%,Discharging
Sep-01-2021,12:06:39,50%,Discharging
Sep-01-2021,12:37:00,40%,Discharging
Sep-01-2021,13:07:21,20%,Discharging
Sep-01-2021,13:37:41,40%,Charging
Sep-01-2021,14:08:02,70%,Charging
Sep-01-2021,14:38:02,80%,Charging
Sep-01-2021,15:08:03,80%,Charging
Sep-01-2021,15:38:03,90%,Charging
Sep-01-2021,16:08:24,60%,Discharging
Sep-01-2021,16:38:25,50%,Discharging
Sep-01-2021,17:08:49,50%,Discharging
Sep-01-2021,17:39:10,40%,Discharging
Sep-01-2021,18:09:30,30%,Discharging
Sep-01-2021,18:39:51,20%,Discharging
Sep-01-2021,19:10:11,40%,Charging
Sep-01-2021,21:22:17,90%,Discharging
Sep-01-2021,21:52:37,80%,Discharging
Sep-01-2021,22:22:38,80%,Discharging
Sep-01-2021,22:52:38,70%,Discharging
Sep-01-2021,23:22:39,60%,Discharging
Sep-01-2021,23:52:39,40%,Discharging
Sep-02-2021,00:23:00,40%,Discharging
Sep-02-2021,00:53:21,30%,Discharging
Sep-02-2021,08:32:39,10%,Charging
Sep-02-2021,09:03:00,40%,Charging
Sep-02-2021,09:12:23,50%,Charging
Sep-02-2021,09:42:43,80%,Charging
Sep-02-2021,10:12:44,90%,Charging
Sep-02-2021,10:43:05,90%,Charging
Sep-02-2021,11:13:25,90%,Charging
Sep-02-2021,11:43:46,90%,Charging
Sep-02-2021,12:14:06,90%,Charging
Sep-02-2021,12:44:27,90%,Discharging
Sep-02-2021,13:14:47,80%,Discharging
Sep-02-2021,13:44:48,80%,Discharging
Sep-02-2021,14:14:48,70%,Discharging
Sep-02-2021,14:44:49,70%,Discharging
Sep-02-2021,15:14:50,60%,Discharging
