Date,Time,Battery,Status
Jun-27-2021,23:44:01,20%,Charging
Jun-28-2021,08:36:55,30%,Discharging
Jun-28-2021,09:07:16,50%,Charging
Jun-28-2021,09:37:36,70%,Charging
Jun-28-2021,10:07:37,80%,Charging
Jun-28-2021,10:37:38,80%,Charging
Jun-28-2021,11:07:38,80%,Charging
Jun-28-2021,11:37:39,80%,Charging
Jun-28-2021,12:07:39,80%,Charging
Jun-28-2021,12:37:40,80%,Charging
Jun-28-2021,13:07:41,80%,Discharging
Jun-28-2021,13:37:41,70%,Discharging
Jun-28-2021,14:07:42,60%,Discharging
Jun-28-2021,14:38:16,50%,Discharging
Jun-28-2021,15:08:56,40%,Discharging
Jun-28-2021,15:39:17,40%,Discharging
Jun-28-2021,16:09:39,30%,Discharging
Jun-28-2021,16:40:01,20%,Discharging
Jun-28-2021,17:10:24,40%,Charging
Jun-28-2021,17:40:45,70%,Charging
Jun-28-2021,18:10:46,80%,Charging
Jun-28-2021,18:40:46,80%,Charging
Jun-28-2021,19:10:48,80%,Charging
Jun-28-2021,19:40:49,80%,Charging
Jun-28-2021,20:10:51,80%,Charging
Jun-28-2021,20:40:53,80%,Charging
Jun-28-2021,21:25:34,80%,Charging
Jun-28-2021,21:55:37,80%,Discharging
Jun-28-2021,22:25:37,80%,Discharging
Jun-29-2021,08:18:27,70%,Discharging
Jun-29-2021,08:48:27,60%,Discharging
Jun-29-2021,09:18:28,50%,Discharging
Jun-29-2021,09:48:49,40%,Discharging
Jun-29-2021,10:19:09,40%,Discharging
Jun-29-2021,10:49:30,60%,Charging
Jun-29-2021,11:19:30,80%,Charging
Jun-29-2021,11:49:31,80%,Charging
Jun-29-2021,12:19:31,80%,Charging
Jun-29-2021,13:21:33,80%,Discharging
Jun-29-2021,13:51:33,60%,Discharging
Jun-29-2021,14:21:33,50%,Discharging
Jun-29-2021,14:51:54,40%,Discharging
Jun-29-2021,15:22:15,40%,Discharging
Jun-29-2021,15:52:36,30%,Discharging
Jun-29-2021,16:22:59,20%,Discharging
Jun-29-2021,16:53:20,20%,Discharging
Jun-29-2021,17:23:42,10%,Discharging
Jun-29-2021,17:54:05,30%,Charging
Jun-29-2021,18:24:26,60%,Charging
Jun-29-2021,18:54:26,80%,Charging
Jun-29-2021,19:24:27,80%,Charging
Jun-29-2021,19:54:28,80%,Charging
Jun-29-2021,20:24:29,80%,Charging
Jun-29-2021,20:54:31,80%,Charging
Jun-29-2021,21:24:36,80%,Charging
Jun-29-2021,21:54:41,80%,Discharging
Jun-29-2021,22:24:42,70%,Discharging
Jun-29-2021,22:54:42,60%,Discharging
Jun-29-2021,23:24:43,60%,Discharging
Jun-30-2021,08:20:52,50%,Discharging
Jun-30-2021,08:51:14,40%,Discharging
Jun-30-2021,09:21:35,40%,Discharging
Jun-30-2021,09:51:56,40%,Discharging
Jun-30-2021,10:22:16,30%,Discharging
Jun-30-2021,10:52:37,20%,Discharging
Jun-30-2021,11:22:57,20%,Discharging
Jun-30-2021,11:53:18,40%,Charging
Jun-30-2021,12:23:38,70%,Charging
Jun-30-2021,12:53:39,60%,Discharging
Jun-30-2021,13:23:39,60%,Discharging
Jun-30-2021,13:53:40,50%,Discharging
Jun-30-2021,14:24:01,40%,Discharging
Jun-30-2021,14:54:22,20%,Discharging
Jun-30-2021,15:24:43,40%,Charging
Jun-30-2021,15:55:04,70%,Charging
Jun-30-2021,16:25:04,60%,Discharging
Jun-30-2021,16:55:05,60%,Discharging
Jun-30-2021,17:25:06,50%,Discharging
Jun-30-2021,17:55:26,40%,Discharging
Jun-30-2021,18:25:47,40%,Discharging
Jun-30-2021,18:56:07,30%,Discharging
Jun-30-2021,21:59:15,30%,Discharging
Jun-30-2021,22:29:36,5%,Discharging
Jun-30-2021,22:59:57,20%,Charging
Jun-30-2021,23:30:17,50%,Charging
Jul-01-2021,00:00:38,80%,Charging
Jul-01-2021,08:13:49,60%,Discharging
Jul-01-2021,08:43:50,60%,Discharging
Jul-01-2021,09:13:50,50%,Discharging
Jul-01-2021,09:44:11,30%,Discharging
Jul-01-2021,10:14:32,50%,Charging
Jul-01-2021,10:44:52,80%,Charging
Jul-01-2021,11:14:53,80%,Charging
Jul-01-2021,11:44:53,80%,Charging
Jul-01-2021,12:14:54,80%,Charging
Jul-01-2021,12:44:55,80%,Charging
Jul-01-2021,13:14:55,80%,Charging
Jul-01-2021,13:44:56,80%,Charging
Jul-01-2021,14:14:56,80%,Charging
Jul-01-2021,14:44:57,80%,Charging
Jul-01-2021,15:14:57,80%,Charging
Jul-01-2021,15:44:58,80%,Charging
Jul-01-2021,16:14:59,80%,Discharging
Jul-01-2021,16:45:00,70%,Discharging
Jul-01-2021,17:15:01,70%,Discharging
Jul-01-2021,17:45:02,60%,Discharging
Jul-01-2021,18:15:02,50%,Discharging
Jul-01-2021,18:45:24,50%,Discharging
Jul-01-2021,19:15:46,40%,Discharging
Jul-01-2021,19:46:06,40%,Discharging
Jul-01-2021,20:16:27,20%,Discharging
Jul-01-2021,20:46:49,20%,Discharging
Jul-01-2021,21:17:13,20%,Discharging
Jul-01-2021,21:47:35,40%,Charging
Jul-01-2021,22:17:57,70%,Charging
Jul-01-2021,22:47:58,80%,Charging
Jul-01-2021,23:18:00,80%,Charging
Jul-01-2021,23:48:01,80%,Charging
Jul-02-2021,00:18:02,80%,Charging
Jul-02-2021,09:03:23,70%,Charging
Jul-02-2021,09:33:24,80%,Charging
Jul-02-2021,10:03:24,80%,Discharging
Jul-02-2021,10:33:25,70%,Discharging
Jul-02-2021,11:03:26,70%,Discharging
Jul-02-2021,11:33:27,50%,Discharging
Jul-02-2021,12:03:50,50%,Discharging
Jul-02-2021,12:34:11,40%,Discharging
Jul-02-2021,13:04:33,40%,Discharging
Jul-02-2021,13:34:54,20%,Discharging
Jul-02-2021,14:05:16,40%,Charging
Jul-02-2021,14:35:39,70%,Charging
Jul-02-2021,15:05:41,80%,Charging
Jul-02-2021,15:35:43,80%,Charging
Jul-02-2021,16:05:48,80%,Charging
Jul-02-2021,16:35:50,80%,Charging
Jul-02-2021,17:05:58,90%,Charging
Jul-02-2021,17:36:33,80%,Discharging
Jul-02-2021,21:53:58,20%,Discharging
Jul-02-2021,22:24:19,20%,Discharging
Jul-02-2021,22:54:39,40%,Charging
Jul-03-2021,08:33:33,30%,Charging
Jul-03-2021,09:03:53,60%,Charging
Jul-03-2021,09:33:54,80%,Charging
Jul-03-2021,10:03:54,80%,Charging
Jul-03-2021,10:33:55,80%,Charging
Jul-03-2021,11:03:55,80%,Charging
Jul-03-2021,11:33:56,70%,Discharging
Jul-03-2021,12:03:57,60%,Discharging
Jul-03-2021,12:33:57,50%,Discharging
Jul-03-2021,13:04:18,40%,Discharging
Jul-03-2021,13:34:39,30%,Discharging
Jul-03-2021,14:05:00,30%,Discharging
Jul-03-2021,14:35:20,50%,Charging
Jul-03-2021,15:05:42,80%,Charging
Jul-03-2021,15:35:42,80%,Charging
Jul-03-2021,16:05:43,70%,Discharging
Jul-03-2021,16:35:44,60%,Discharging
Jul-03-2021,17:05:45,60%,Discharging
Jul-03-2021,17:35:45,50%,Discharging
Jul-03-2021,18:06:06,50%,Discharging
Jul-03-2021,18:36:27,50%,Discharging
Jul-03-2021,19:06:48,40%,Discharging
Jul-03-2021,19:37:08,30%,Discharging
Jul-03-2021,20:07:29,20%,Discharging
Jul-03-2021,20:37:49,40%,Charging
Jul-03-2021,21:08:10,70%,Charging
Jul-03-2021,21:38:11,80%,Charging
Jul-03-2021,22:08:12,70%,Discharging
Jul-03-2021,22:38:12,60%,Discharging
Jul-03-2021,23:08:13,50%,Discharging
Jul-03-2021,23:38:34,50%,Discharging
Jul-04-2021,09:34:26,50%,Discharging
Jul-04-2021,09:54:24,40%,Discharging
Jul-04-2021,10:24:47,30%,Discharging
Jul-04-2021,10:55:07,50%,Charging
Jul-04-2021,11:25:28,80%,Charging
Jul-04-2021,11:55:28,80%,Charging
Jul-04-2021,12:25:29,80%,Charging
Jul-04-2021,12:55:29,80%,Charging
Jul-04-2021,13:25:30,80%,Charging
Jul-04-2021,13:55:30,80%,Charging
Jul-04-2021,14:25:31,80%,Charging
Jul-04-2021,14:55:31,80%,Charging
Jul-04-2021,15:25:32,80%,Charging
Jul-04-2021,15:55:32,80%,Charging
Jul-04-2021,16:25:33,80%,Discharging
Jul-04-2021,16:55:33,70%,Discharging
Jul-04-2021,17:25:34,60%,Discharging
Jul-04-2021,17:55:35,60%,Discharging
Jul-04-2021,18:25:35,60%,Discharging
Jul-04-2021,18:55:36,40%,Discharging
Jul-04-2021,19:25:58,30%,Discharging
Jul-04-2021,19:56:19,30%,Discharging
Jul-04-2021,20:26:39,20%,Discharging
Jul-04-2021,20:57:00,20%,Discharging
Jul-04-2021,21:27:21,20%,Discharging
Jul-04-2021,21:57:41,40%,Charging
Jul-04-2021,22:28:02,70%,Charging
Jul-04-2021,22:58:02,80%,Charging
Jul-04-2021,23:28:03,80%,Charging
Jul-04-2021,23:58:03,80%,Charging
Jul-05-2021,00:28:04,80%,Charging
Jul-05-2021,08:56:44,80%,Discharging
Jul-05-2021,09:26:44,70%,Discharging
Jul-05-2021,09:56:45,60%,Discharging
Jul-05-2021,10:26:46,50%,Discharging
Jul-05-2021,10:57:06,40%,Discharging
Jul-05-2021,11:27:27,30%,Discharging
Jul-05-2021,11:57:47,50%,Charging
Jul-05-2021,12:28:08,40%,Discharging
Jul-05-2021,12:58:29,30%,Discharging
Jul-05-2021,13:28:49,30%,Discharging
Jul-05-2021,13:59:10,50%,Charging
Jul-05-2021,17:20:14,70%,Discharging
Jul-05-2021,17:50:15,60%,Discharging
Jul-05-2021,18:20:15,60%,Discharging
Jul-05-2021,18:50:15,50%,Discharging
Jul-05-2021,19:20:36,40%,Discharging
Jul-05-2021,19:50:57,40%,Discharging
Jul-05-2021,20:21:18,40%,Discharging
Jul-05-2021,20:51:38,20%,Discharging
Jul-05-2021,21:21:59,20%,Discharging
Jul-05-2021,21:52:19,10%,Discharging
Jul-05-2021,22:22:40,5%,Discharging
Jul-05-2021,22:53:01,20%,Charging
Jul-05-2021,23:23:21,50%,Charging
Jul-05-2021,23:53:42,70%,Discharging
Jul-06-2021,08:58:24,50%,Discharging
Jul-06-2021,09:28:45,50%,Discharging
Jul-06-2021,09:59:05,50%,Discharging
Jul-06-2021,10:31:09,40%,Discharging
Jul-06-2021,11:01:29,60%,Charging
Jul-06-2021,11:31:30,80%,Charging
Jul-06-2021,12:01:30,80%,Charging
Jul-06-2021,12:31:30,80%,Discharging
Jul-06-2021,13:01:31,70%,Discharging
Jul-06-2021,13:31:31,60%,Discharging
Jul-06-2021,14:01:32,50%,Discharging
Jul-06-2021,14:31:55,40%,Discharging
Jul-06-2021,15:02:16,30%,Discharging
Jul-06-2021,15:32:37,50%,Charging
Jul-06-2021,16:02:57,80%,Charging
Jul-06-2021,16:32:58,80%,Charging
Jul-06-2021,17:02:59,80%,Charging
Jul-06-2021,17:33:04,80%,Charging
Jul-06-2021,18:03:13,80%,Charging
Jul-06-2021,18:36:42,90%,Charging
Jul-06-2021,23:52:53,40%,Discharging
Jul-07-2021,09:07:06,40%,Discharging
Jul-07-2021,09:37:27,20%,Discharging
Jul-07-2021,10:07:48,10%,Discharging
Jul-07-2021,10:38:08,30%,Charging
Jul-07-2021,11:08:29,60%,Charging
Jul-07-2021,11:38:29,70%,Charging
Jul-07-2021,12:08:30,80%,Charging
Jul-07-2021,12:38:31,80%,Charging
Jul-07-2021,13:08:31,80%,Discharging
Jul-07-2021,13:38:32,70%,Discharging
Jul-07-2021,14:08:32,60%,Discharging
Jul-07-2021,14:38:33,50%,Discharging
Jul-07-2021,15:08:54,40%,Discharging
Jul-07-2021,15:39:15,30%,Discharging
Jul-07-2021,16:09:36,20%,Discharging
Jul-07-2021,16:39:57,20%,Discharging
Jul-08-2021,09:01:01,10%,Discharging
Jul-08-2021,09:31:21,30%,Charging
Jul-08-2021,10:01:42,60%,Charging
Jul-08-2021,10:31:43,70%,Charging
Jul-08-2021,11:01:43,80%,Charging
Jul-08-2021,11:31:44,80%,Charging
Jul-08-2021,12:01:44,80%,Charging
Jul-08-2021,12:31:45,80%,Charging
Jul-08-2021,13:01:47,80%,Charging
Jul-08-2021,13:31:47,80%,Discharging
Jul-08-2021,14:01:48,70%,Discharging
Jul-08-2021,14:31:49,60%,Discharging
Jul-08-2021,15:01:50,60%,Discharging
Jul-08-2021,15:31:52,50%,Discharging
Jul-09-2021,09:02:22,40%,Discharging
Jul-09-2021,09:32:43,30%,Charging
Jul-09-2021,10:03:04,60%,Charging
Jul-09-2021,10:33:05,80%,Charging
Jul-09-2021,11:03:06,80%,Charging
Jul-09-2021,11:33:07,80%,Charging
Jul-09-2021,12:03:08,70%,Discharging
Jul-09-2021,12:33:09,60%,Discharging
Jul-09-2021,13:03:10,50%,Discharging
Jul-09-2021,13:33:33,50%,Discharging
Jul-09-2021,14:03:55,40%,Discharging
Jul-09-2021,14:34:16,20%,Discharging
Jul-09-2021,15:04:38,40%,Charging
Jul-09-2021,15:34:59,70%,Charging
Jul-09-2021,16:04:59,80%,Charging
Jul-09-2021,16:35:00,80%,Charging
Jul-09-2021,17:05:00,70%,Discharging
Jul-10-2021,10:52:23,5%,Charging
Jul-10-2021,11:22:44,30%,Charging
Jul-10-2021,11:53:05,60%,Charging
Jul-10-2021,12:23:06,80%,Charging
Jul-10-2021,12:53:06,80%,Charging
Jul-10-2021,13:23:07,80%,Charging
Jul-10-2021,13:53:08,80%,Charging
Jul-10-2021,14:23:09,80%,Charging
Jul-10-2021,14:53:10,80%,Charging
Jul-10-2021,15:23:10,80%,Charging
Jul-10-2021,15:53:12,80%,Charging
Jul-10-2021,16:23:13,80%,Charging
Jul-10-2021,16:53:15,80%,Charging
Jul-10-2021,17:23:15,80%,Charging
Jul-10-2021,17:53:16,80%,Charging
Jul-10-2021,18:23:17,80%,Discharging
Jul-10-2021,18:53:17,70%,Discharging
Jul-10-2021,19:23:18,60%,Discharging
Jul-10-2021,19:53:18,60%,Discharging
Jul-10-2021,20:23:19,50%,Discharging
Jul-10-2021,20:53:40,50%,Discharging
Jul-10-2021,21:24:00,40%,Discharging
Jul-10-2021,21:54:21,30%,Discharging
Jul-10-2021,22:24:41,50%,Charging
Jul-10-2021,22:55:02,80%,Charging
Jul-10-2021,23:25:02,80%,Charging
Jul-10-2021,23:55:04,80%,Charging
Jul-11-2021,19:41:00,10%,Charging
Jul-11-2021,21:35:03,90%,Charging
Jul-11-2021,22:05:24,70%,Discharging
Jul-11-2021,22:35:25,70%,Discharging
Jul-11-2021,23:05:25,60%,Discharging
Jul-11-2021,23:35:25,50%,Discharging
Jul-12-2021,00:05:46,40%,Discharging
Jul-12-2021,00:36:07,20%,Discharging
Jul-12-2021,08:37:45,80%,Discharging
Jul-12-2021,09:07:46,70%,Discharging
Jul-12-2021,09:37:46,60%,Discharging
Jul-12-2021,10:07:47,60%,Discharging
Jul-12-2021,10:37:47,50%,Discharging
Jul-12-2021,11:08:08,50%,Discharging
Jul-12-2021,11:38:28,40%,Discharging
Jul-12-2021,12:08:49,30%,Discharging
Jul-12-2021,12:39:10,40%,Charging
Jul-12-2021,13:09:30,70%,Charging
Jul-12-2021,13:39:31,80%,Charging
Jul-12-2021,14:09:32,80%,Charging
Jul-12-2021,14:39:33,80%,Charging
Jul-12-2021,15:09:34,80%,Charging
Jul-12-2021,15:39:35,90%,Charging
Jul-12-2021,16:09:58,80%,Discharging
Jul-12-2021,16:39:59,70%,Discharging
Jul-12-2021,17:10:00,60%,Discharging
Jul-12-2021,17:40:00,60%,Discharging
Jul-12-2021,18:10:01,50%,Discharging
Jul-12-2021,18:40:21,50%,Discharging
Jul-12-2021,19:10:42,40%,Discharging
Jul-12-2021,19:41:03,40%,Discharging
Jul-12-2021,20:11:23,30%,Discharging
Jul-12-2021,20:41:45,20%,Discharging
Jul-13-2021,08:38:48,20%,Charging
Jul-13-2021,09:09:10,40%,Charging
Jul-13-2021,09:39:31,70%,Charging
Jul-13-2021,10:09:31,90%,Charging
Jul-13-2021,10:39:52,90%,Charging
Jul-13-2021,11:10:13,90%,Charging
Jul-13-2021,11:40:33,90%,Charging
Jul-13-2021,12:10:54,90%,Discharging
Jul-13-2021,12:41:14,90%,Discharging
Jul-13-2021,13:11:35,90%,Discharging
Jul-13-2021,13:41:56,80%,Discharging
Jul-13-2021,14:11:56,80%,Discharging
Jul-13-2021,14:41:57,70%,Discharging
Jul-13-2021,15:11:57,60%,Discharging
Jul-13-2021,15:41:58,60%,Discharging
Jul-13-2021,16:11:58,50%,Discharging
Jul-13-2021,16:42:19,50%,Discharging
Jul-13-2021,17:12:39,40%,Discharging
Jul-13-2021,17:43:00,40%,Discharging
Jul-13-2021,18:13:21,30%,Discharging
Jul-13-2021,20:45:20,40%,Charging
Jul-13-2021,21:15:40,70%,Charging
Jul-13-2021,21:45:41,80%,Charging
Jul-13-2021,22:15:41,60%,Discharging
Jul-13-2021,22:45:42,50%,Discharging
Jul-13-2021,23:16:03,50%,Discharging
Jul-13-2021,23:58:28,40%,Discharging
Jul-14-2021,08:49:05,10%,Charging
Jul-14-2021,09:19:26,40%,Charging
Jul-14-2021,09:49:46,40%,Discharging
Jul-14-2021,10:20:07,40%,Discharging
Jul-14-2021,10:50:28,40%,Discharging
Jul-14-2021,11:20:48,40%,Discharging
Jul-14-2021,11:51:09,30%,Discharging
Jul-14-2021,12:21:29,30%,Charging
Jul-14-2021,12:51:50,60%,Charging
Jul-14-2021,13:21:50,80%,Charging
Jul-14-2021,13:51:51,80%,Charging
Jul-14-2021,14:21:52,90%,Charging
Jul-14-2021,14:52:12,90%,Charging
Jul-14-2021,15:22:33,90%,Charging
Jul-14-2021,15:52:53,90%,Charging
Jul-14-2021,16:23:14,90%,Charging
Jul-14-2021,16:53:35,90%,Charging
Jul-14-2021,17:23:55,90%,Charging
Jul-14-2021,17:54:16,90%,Charging
Jul-14-2021,20:11:21,90%,Discharging
Jul-14-2021,20:41:42,90%,Discharging
Jul-14-2021,21:12:03,90%,Discharging
Jul-14-2021,21:42:23,80%,Discharging
Jul-14-2021,22:12:24,80%,Discharging
Jul-14-2021,22:42:24,70%,Discharging
Jul-14-2021,23:12:25,70%,Discharging
Jul-15-2021,08:59:46,70%,Discharging
Jul-15-2021,09:29:47,50%,Discharging
Jul-15-2021,10:00:08,50%,Discharging
Jul-15-2021,10:30:28,40%,Discharging
Jul-15-2021,11:00:49,40%,Discharging
Jul-15-2021,11:31:10,20%,Discharging
Jul-15-2021,12:01:30,20%,Discharging
Jul-15-2021,12:31:51,20%,Discharging
Jul-15-2021,13:02:12,10%,Discharging
Jul-15-2021,13:32:32,5%,Discharging
Jul-15-2021,14:40:14,20%,Charging
Jul-15-2021,15:10:34,50%,Charging
Jul-15-2021,15:40:55,50%,Discharging
Jul-15-2021,16:11:16,30%,Discharging
Jul-15-2021,16:41:36,20%,Discharging
Jul-15-2021,17:11:57,20%,Discharging
Jul-15-2021,17:42:17,10%,Discharging
Jul-15-2021,18:12:38,5%,Discharging
Jul-15-2021,18:42:58,20%,Charging
Jul-16-2021,09:06:14,80%,Charging
Jul-16-2021,09:36:15,90%,Charging
Jul-16-2021,10:06:36,80%,Discharging
Jul-16-2021,10:36:37,80%,Discharging
Jul-16-2021,11:06:37,80%,Discharging
Jul-16-2021,11:54:41,70%,Discharging
Jul-16-2021,13:18:03,80%,Discharging
Jul-16-2021,13:48:03,60%,Discharging
Jul-16-2021,14:18:04,50%,Discharging
Jul-16-2021,14:48:25,50%,Discharging
Jul-16-2021,15:18:45,40%,Discharging
Jul-16-2021,15:49:06,30%,Discharging
Jul-16-2021,16:19:26,20%,Discharging
Jul-16-2021,16:49:47,40%,Charging
Jul-16-2021,17:20:08,70%,Charging
Jul-16-2021,17:50:08,80%,Charging
Jul-16-2021,18:20:09,80%,Charging
Jul-16-2021,18:50:09,80%,Charging
Jul-16-2021,19:20:10,80%,Charging
Jul-16-2021,19:50:11,90%,Charging
Jul-16-2021,20:38:53,80%,Discharging
Jul-16-2021,21:08:53,70%,Discharging
Jul-16-2021,21:38:54,60%,Discharging
Jul-16-2021,22:08:54,50%,Discharging
Jul-16-2021,22:39:15,50%,Discharging
Jul-16-2021,23:09:36,40%,Discharging
Jul-16-2021,23:39:56,40%,Discharging
Jul-17-2021,00:10:17,40%,Discharging
Jul-17-2021,00:40:38,40%,Discharging
Jul-17-2021,01:11:07,30%,Discharging
Jul-17-2021,09:20:45,5%,Charging
Jul-17-2021,09:51:06,30%,Charging
Jul-17-2021,10:21:27,60%,Charging
Jul-17-2021,10:51:27,80%,Charging
Jul-17-2021,11:21:28,80%,Charging
Jul-17-2021,11:51:29,80%,Charging
Jul-17-2021,12:21:29,80%,Charging
Jul-17-2021,12:51:30,80%,Charging
Jul-17-2021,13:21:30,80%,Discharging
Jul-17-2021,13:51:30,70%,Discharging
Jul-17-2021,14:21:31,60%,Discharging
Jul-17-2021,14:51:31,60%,Discharging
Jul-17-2021,15:26:20,50%,Discharging
Jul-17-2021,15:56:41,50%,Charging
Jul-17-2021,16:27:01,80%,Charging
Jul-17-2021,16:57:02,70%,Discharging
Jul-17-2021,17:27:02,60%,Discharging
Jul-17-2021,18:17:48,50%,Discharging
Jul-17-2021,18:48:09,50%,Discharging
Jul-17-2021,19:18:30,50%,Discharging
Jul-17-2021,19:48:50,40%,Discharging
Jul-17-2021,20:19:11,40%,Discharging
Jul-17-2021,20:49:31,20%,Discharging
Jul-17-2021,21:19:52,40%,Charging
Jul-17-2021,21:50:13,70%,Charging
Jul-17-2021,22:20:13,80%,Charging
Jul-17-2021,22:50:14,80%,Charging
Jul-17-2021,23:20:14,90%,Charging
Jul-18-2021,09:43:27,80%,Discharging
Jul-18-2021,10:13:28,80%,Discharging
Jul-18-2021,10:43:28,80%,Discharging
Jul-18-2021,10:43:53,80%,Charging
Jul-18-2021,11:13:57,80%,Charging
Jul-18-2021,11:43:59,80%,Charging
Jul-18-2021,12:14:00,80%,Charging
Jul-18-2021,15:08:12,80%,Discharging
Jul-19-2021,08:26:51,80%,Discharging
Jul-19-2021,08:56:51,80%,Discharging
Jul-19-2021,09:26:52,80%,Discharging
Jul-19-2021,09:56:52,70%,Discharging
Jul-19-2021,10:26:53,70%,Discharging
Jul-19-2021,10:56:53,60%,Discharging
Jul-19-2021,11:26:54,60%,Discharging
Jul-19-2021,11:56:54,50%,Discharging
Jul-19-2021,12:20:42,50%,Discharging
Jul-19-2021,12:51:04,40%,Discharging
Jul-19-2021,13:21:24,40%,Discharging
Jul-19-2021,15:01:13,50%,Discharging
Jul-19-2021,15:31:46,20%,Discharging
Jul-19-2021,16:02:18,40%,Charging
Jul-19-2021,16:32:39,70%,Charging
Jul-19-2021,17:02:45,80%,Charging
Jul-19-2021,17:32:55,90%,Discharging
Jul-19-2021,18:03:18,70%,Discharging
Jul-19-2021,18:33:19,60%,Discharging
Jul-19-2021,19:03:19,50%,Discharging
Jul-19-2021,19:33:40,50%,Discharging
Jul-19-2021,20:04:01,50%,Discharging
Jul-19-2021,20:34:21,30%,Discharging
Jul-19-2021,21:04:42,50%,Charging
Jul-19-2021,21:35:03,80%,Charging
Jul-19-2021,22:05:04,80%,Charging
Jul-19-2021,22:35:04,70%,Discharging
Jul-19-2021,23:28:20,60%,Discharging
Jul-20-2021,08:08:48,60%,Discharging
Jul-20-2021,08:38:48,60%,Discharging
Jul-20-2021,09:08:49,50%,Discharging
Jul-20-2021,09:39:09,50%,Discharging
Jul-20-2021,10:09:31,40%,Discharging
Jul-20-2021,12:53:14,90%,Charging
Jul-20-2021,13:23:34,90%,Discharging
Jul-20-2021,13:53:55,80%,Discharging
Jul-20-2021,14:23:55,80%,Discharging
Jul-20-2021,14:53:56,80%,Discharging
Jul-20-2021,15:23:56,70%,Discharging
Jul-20-2021,15:53:57,70%,Discharging
Jul-20-2021,16:23:57,60%,Discharging
Jul-20-2021,16:53:58,50%,Discharging
Jul-20-2021,17:24:19,50%,Discharging
Jul-20-2021,17:54:39,40%,Discharging
Jul-20-2021,18:25:00,30%,Discharging
Jul-20-2021,19:26:13,20%,Discharging
Jul-20-2021,19:56:34,40%,Charging
Jul-20-2021,20:26:54,70%,Charging
Jul-20-2021,20:56:55,80%,Charging
Jul-20-2021,21:26:55,90%,Charging
Jul-20-2021,21:57:16,70%,Discharging
Jul-20-2021,22:27:16,70%,Discharging
Jul-20-2021,22:57:17,60%,Discharging
Jul-21-2021,09:33:54,50%,Discharging
Jul-21-2021,10:04:15,50%,Discharging
Jul-21-2021,10:34:36,50%,Discharging
Jul-21-2021,11:04:57,50%,Discharging
Jul-21-2021,11:37:14,40%,Discharging
Jul-21-2021,12:07:34,60%,Charging
Jul-21-2021,12:37:35,80%,Charging
Jul-21-2021,13:07:35,90%,Charging
Jul-21-2021,18:02:39,90%,Discharging
Jul-21-2021,18:33:00,90%,Discharging
Jul-21-2021,19:03:20,90%,Discharging
Jul-21-2021,20:10:44,90%,Discharging
Jul-21-2021,22:39:24,70%,Discharging
Jul-22-2021,02:39:10,80%,Discharging
Jul-22-2021,08:39:10,70%,Discharging
Jul-22-2021,09:09:10,70%,Discharging
Jul-22-2021,09:39:11,70%,Discharging
Jul-22-2021,10:09:11,60%,Discharging
Jul-22-2021,10:39:12,50%,Discharging
Jul-22-2021,11:09:33,40%,Discharging
Jul-22-2021,11:39:54,40%,Discharging
Jul-22-2021,12:10:14,40%,Discharging
Jul-22-2021,12:40:35,30%,Discharging
Jul-22-2021,13:10:56,20%,Discharging
Jul-22-2021,13:41:16,40%,Charging
Jul-22-2021,14:11:37,70%,Charging
Jul-22-2021,14:41:38,80%,Charging
Jul-22-2021,15:11:38,80%,Charging
Jul-22-2021,15:41:39,80%,Charging
Jul-22-2021,16:11:39,80%,Charging
Jul-22-2021,16:41:40,90%,Charging
Jul-22-2021,17:12:00,70%,Discharging
Jul-22-2021,17:42:01,70%,Discharging
Jul-22-2021,18:25:20,60%,Discharging
Jul-22-2021,18:55:22,50%,Discharging
Jul-22-2021,19:25:43,50%,Discharging
Jul-22-2021,19:56:03,40%,Discharging
Jul-22-2021,20:26:25,40%,Discharging
Jul-22-2021,20:56:45,30%,Discharging
Jul-22-2021,21:27:06,20%,Discharging
Jul-22-2021,22:19:39,40%,Charging
Jul-23-2021,08:44:51,70%,Discharging
Jul-23-2021,09:14:52,50%,Discharging
Jul-23-2021,09:45:12,40%,Discharging
Jul-23-2021,10:15:33,40%,Discharging
Jul-23-2021,10:45:53,40%,Discharging
Jul-23-2021,11:16:14,30%,Discharging
Jul-23-2021,11:46:35,50%,Charging
Jul-23-2021,12:16:55,80%,Charging
Jul-23-2021,12:46:56,90%,Charging
Jul-23-2021,13:17:17,60%,Discharging
Jul-23-2021,13:47:18,60%,Discharging
Jul-23-2021,14:17:19,50%,Discharging
Jul-23-2021,14:47:41,50%,Discharging
Jul-23-2021,15:18:01,40%,Discharging
Jul-23-2021,15:48:22,60%,Charging
Jul-23-2021,16:18:22,80%,Charging
Jul-23-2021,16:48:23,80%,Charging
Jul-23-2021,17:18:23,80%,Charging
Jul-23-2021,17:48:24,70%,Discharging
Jul-23-2021,18:18:24,60%,Discharging
Jul-23-2021,18:48:25,60%,Discharging
Jul-23-2021,19:18:25,50%,Discharging
Jul-23-2021,19:48:46,40%,Discharging
Jul-23-2021,20:19:07,40%,Discharging
Jul-23-2021,20:49:27,30%,Discharging
Jul-23-2021,21:19:48,20%,Discharging
Jul-23-2021,21:50:10,20%,Discharging
Jul-23-2021,22:20:30,40%,Charging
Jul-23-2021,22:50:51,70%,Charging
Jul-23-2021,23:20:52,80%,Charging
Jul-23-2021,23:50:52,80%,Charging
